"candidate","township","count","county"
"Delaney, d","Swanzey",0,"CHESHIRE COUNTY"
"Dunlap, d","Swanzey",0,"CHESHIRE COUNTY"
"Ellinger, d","Swanzey",0,"CHESHIRE COUNTY"
"Gabbard, d","Swanzey",58,"CHESHIRE COUNTY"
"Gleiberman, d","Swanzey",2,"CHESHIRE COUNTY"
"Greenstein, d","Swanzey",1,"CHESHIRE COUNTY"
"Harris, d","Swanzey",1,"CHESHIRE COUNTY"
"Hewes, d","Swanzey",1,"CHESHIRE COUNTY"
"Klobuchar, d","Swanzey",326,"CHESHIRE COUNTY"
"Koos, d","Swanzey",0,"CHESHIRE COUNTY"
"Kraus, d","Swanzey",0,"CHESHIRE COUNTY"
"Krichevsky, d","Swanzey",0,"CHESHIRE COUNTY"
"Moroz, d","Swanzey",0,"CHESHIRE COUNTY"
"Patrick, d","Swanzey",2,"CHESHIRE COUNTY"
"Sanders, d","Swanzey",396,"CHESHIRE COUNTY"
"Sestak, d","Swanzey",2,"CHESHIRE COUNTY"
"Sloan, d","Swanzey",0,"CHESHIRE COUNTY"
"Steyer, d","Swanzey",56,"CHESHIRE COUNTY"
"Thistle, d","Swanzey",0,"CHESHIRE COUNTY"
"Torgesen, d","Swanzey",0,"CHESHIRE COUNTY"
"Warren, d","Swanzey",108,"CHESHIRE COUNTY"
"Wells, d","Swanzey",0,"CHESHIRE COUNTY"
"Williamson, d","Swanzey",0,"CHESHIRE COUNTY"
"Yang, d","Swanzey",56,"CHESHIRE COUNTY"
"Scatter","Swanzey",0,"CHESHIRE COUNTY"
"Bennet, d","Troy",2,"CHESHIRE COUNTY"
"Biden, d","Troy",31,"CHESHIRE COUNTY"
"Booker, d","Troy",0,"CHESHIRE COUNTY"
"Boyd, d","Troy",0,"CHESHIRE COUNTY"
"Bullock, d","Troy",0,"CHESHIRE COUNTY"
"Burke, d","Troy",0,"CHESHIRE COUNTY"
"Buttigieg, d","Troy",76,"CHESHIRE COUNTY"
"Castro, d","Troy",0,"CHESHIRE COUNTY"
"De La Fuente, d","Troy",1,"CHESHIRE COUNTY"
"Delaney, d","Troy",0,"CHESHIRE COUNTY"
"Dunlap, d","Troy",0,"CHESHIRE COUNTY"
"Ellinger, d","Troy",0,"CHESHIRE COUNTY"
"Gabbard, d","Troy",24,"CHESHIRE COUNTY"
"Gleiberman, d","Troy",0,"CHESHIRE COUNTY"
"Greenstein, d","Troy",0,"CHESHIRE COUNTY"
"Harris, d","Troy",1,"CHESHIRE COUNTY"
"Hewes, d","Troy",0,"CHESHIRE COUNTY"
"Klobuchar, d","Troy",63,"CHESHIRE COUNTY"
"Koos, d","Troy",0,"CHESHIRE COUNTY"
"Kraus, d","Troy",0,"CHESHIRE COUNTY"
"Krichevsky, d","Troy",0,"CHESHIRE COUNTY"
"Moroz, d","Troy",0,"CHESHIRE COUNTY"
"Patrick, d","Troy",0,"CHESHIRE COUNTY"
"Sanders, d","Troy",128,"CHESHIRE COUNTY"
"Sestak, d","Troy",0,"CHESHIRE COUNTY"
"Sloan, d","Troy",0,"CHESHIRE COUNTY"
"Steyer, d","Troy",21,"CHESHIRE COUNTY"
"Thistle, d","Troy",0,"CHESHIRE COUNTY"
"Torgesen, d","Troy",0,"CHESHIRE COUNTY"
"Warren, d","Troy",17,"CHESHIRE COUNTY"
"Wells, d","Troy",0,"CHESHIRE COUNTY"
"Williamson, d","Troy",0,"CHESHIRE COUNTY"
"Yang, d","Troy",9,"CHESHIRE COUNTY"
"Scatter","Troy",0,"CHESHIRE COUNTY"
"Bennet, d","Walpole",3,"CHESHIRE COUNTY"
"Biden, d","Walpole",60,"CHESHIRE COUNTY"
"Booker, d","Walpole",0,"CHESHIRE COUNTY"
"Boyd, d","Walpole",1,"CHESHIRE COUNTY"
"Bullock, d","Walpole",1,"CHESHIRE COUNTY"
"Burke, d","Walpole",1,"CHESHIRE COUNTY"
"Buttigieg, d","Walpole",301,"CHESHIRE COUNTY"
"Castro, d","Walpole",0,"CHESHIRE COUNTY"
"De La Fuente, d","Walpole",0,"CHESHIRE COUNTY"
"Delaney, d","Walpole",1,"CHESHIRE COUNTY"
"Dunlap, d","Walpole",1,"CHESHIRE COUNTY"
"Ellinger, d","Walpole",0,"CHESHIRE COUNTY"
"Gabbard, d","Walpole",20,"CHESHIRE COUNTY"
"Gleiberman, d","Walpole",0,"CHESHIRE COUNTY"
"Greenstein, d","Walpole",0,"CHESHIRE COUNTY"
"Harris, d","Walpole",0,"CHESHIRE COUNTY"
"Hewes, d","Walpole",1,"CHESHIRE COUNTY"
"Klobuchar, d","Walpole",244,"CHESHIRE COUNTY"
"Koos, d","Walpole",0,"CHESHIRE COUNTY"
"Kraus, d","Walpole",0,"CHESHIRE COUNTY"
"Krichevsky, d","Walpole",0,"CHESHIRE COUNTY"
"Moroz, d","Walpole",0,"CHESHIRE COUNTY"
"Patrick, d","Walpole",4,"CHESHIRE COUNTY"
"Sanders, d","Walpole",284,"CHESHIRE COUNTY"
"Sestak, d","Walpole",1,"CHESHIRE COUNTY"
"Sloan, d","Walpole",0,"CHESHIRE COUNTY"
"Steyer, d","Walpole",36,"CHESHIRE COUNTY"
"Thistle, d","Walpole",1,"CHESHIRE COUNTY"
"Torgesen, d","Walpole",0,"CHESHIRE COUNTY"
"Warren, d","Walpole",88,"CHESHIRE COUNTY"
"Wells, d","Walpole",0,"CHESHIRE COUNTY"
"Williamson, d","Walpole",0,"CHESHIRE COUNTY"
"Yang, d","Walpole",32,"CHESHIRE COUNTY"
"Scatter","Walpole",0,"CHESHIRE COUNTY"
"Bennet, d","Westmoreland",0,"CHESHIRE COUNTY"
"Biden, d","Westmoreland",38,"CHESHIRE COUNTY"
"Booker, d","Westmoreland",0,"CHESHIRE COUNTY"
"Boyd, d","Westmoreland",0,"CHESHIRE COUNTY"
"Bullock, d","Westmoreland",0,"CHESHIRE COUNTY"
"Burke, d","Westmoreland",1,"CHESHIRE COUNTY"
"Buttigieg, d","Westmoreland",154,"CHESHIRE COUNTY"
"Castro, d","Westmoreland",0,"CHESHIRE COUNTY"
"De La Fuente, d","Westmoreland",0,"CHESHIRE COUNTY"
"Delaney, d","Westmoreland",0,"CHESHIRE COUNTY"
"Dunlap, d","Westmoreland",0,"CHESHIRE COUNTY"
"Ellinger, d","Westmoreland",0,"CHESHIRE COUNTY"
"Gabbard, d","Westmoreland",13,"CHESHIRE COUNTY"
"Gleiberman, d","Westmoreland",0,"CHESHIRE COUNTY"
"Greenstein, d","Westmoreland",0,"CHESHIRE COUNTY"
"Harris, d","Westmoreland",0,"CHESHIRE COUNTY"
"Hewes, d","Westmoreland",0,"CHESHIRE COUNTY"
"Klobuchar, d","Westmoreland",108,"CHESHIRE COUNTY"
"Koos, d","Westmoreland",1,"CHESHIRE COUNTY"
"Kraus, d","Westmoreland",0,"CHESHIRE COUNTY"
"Krichevsky, d","Westmoreland",0,"CHESHIRE COUNTY"
"Moroz, d","Westmoreland",0,"CHESHIRE COUNTY"
"Patrick, d","Westmoreland",0,"CHESHIRE COUNTY"
"Sanders, d","Westmoreland",142,"CHESHIRE COUNTY"
"Sestak, d","Westmoreland",0,"CHESHIRE COUNTY"
"Sloan, d","Westmoreland",0,"CHESHIRE COUNTY"
"Steyer, d","Westmoreland",16,"CHESHIRE COUNTY"
"Thistle, d","Westmoreland",0,"CHESHIRE COUNTY"
"Torgesen, d","Westmoreland",0,"CHESHIRE COUNTY"
"Warren, d","Westmoreland",44,"CHESHIRE COUNTY"
"Wells, d","Westmoreland",0,"CHESHIRE COUNTY"
"Williamson, d","Westmoreland",0,"CHESHIRE COUNTY"
"Yang, d","Westmoreland",11,"CHESHIRE COUNTY"
"Scatter","Westmoreland",0,"CHESHIRE COUNTY"
"Bennet, d","Winchester",0,"CHESHIRE COUNTY"
"Biden, d","Winchester",55,"CHESHIRE COUNTY"
"Booker, d","Winchester",0,"CHESHIRE COUNTY"
"Boyd, d","Winchester",0,"CHESHIRE COUNTY"
"Bullock, d","Winchester",0,"CHESHIRE COUNTY"
"Burke, d","Winchester",1,"CHESHIRE COUNTY"
"Buttigieg, d","Winchester",101,"CHESHIRE COUNTY"
"Castro, d","Winchester",0,"CHESHIRE COUNTY"
"De La Fuente, d","Winchester",0,"CHESHIRE COUNTY"
"Delaney, d","Winchester",0,"CHESHIRE COUNTY"
"Dunlap, d","Winchester",0,"CHESHIRE COUNTY"
"Ellinger, d","Winchester",0,"CHESHIRE COUNTY"
"Gabbard, d","Winchester",26,"CHESHIRE COUNTY"
"Gleiberman, d","Winchester",1,"CHESHIRE COUNTY"
"Greenstein, d","Winchester",0,"CHESHIRE COUNTY"
"Harris, d","Winchester",0,"CHESHIRE COUNTY"
"Hewes, d","Winchester",0,"CHESHIRE COUNTY"
"Klobuchar, d","Winchester",133,"CHESHIRE COUNTY"
"Koos, d","Winchester",0,"CHESHIRE COUNTY"
"Kraus, d","Winchester",0,"CHESHIRE COUNTY"
"Krichevsky, d","Winchester",0,"CHESHIRE COUNTY"
"Moroz, d","Winchester",0,"CHESHIRE COUNTY"
"Patrick, d","Winchester",2,"CHESHIRE COUNTY"
"Sanders, d","Winchester",255,"CHESHIRE COUNTY"
"Sestak, d","Winchester",0,"CHESHIRE COUNTY"
"Sloan, d","Winchester",0,"CHESHIRE COUNTY"
"Steyer, d","Winchester",30,"CHESHIRE COUNTY"
"Thistle, d","Winchester",1,"CHESHIRE COUNTY"
"Torgesen, d","Winchester",0,"CHESHIRE COUNTY"
"Warren, d","Winchester",45,"CHESHIRE COUNTY"
"Wells, d","Winchester",0,"CHESHIRE COUNTY"
"Williamson, d","Winchester",0,"CHESHIRE COUNTY"
"Yang, d","Winchester",18,"CHESHIRE COUNTY"
"Scatter","Winchester",0,"CHESHIRE COUNTY"
"Bennet, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Biden, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Booker, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Boyd, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Bullock, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Burke, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Buttigieg, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Castro, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"De La Fuente, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Delaney, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Dunlap, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Ellinger, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Gabbard, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Gleiberman, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Greenstein, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Harris, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Hewes, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Klobuchar, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Koos, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Kraus, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Krichevsky, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Moroz, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Patrick, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Sanders, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Sestak, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Sloan, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Steyer, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Thistle, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Torgesen, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Warren, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Wells, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Williamson, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Yang, d","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Scatter","At. & Gil. Ac. Gt",0,"COOS COUNTY"
"Bennet, d","Beans Gt",0,"COOS COUNTY"
"Biden, d","Beans Gt",0,"COOS COUNTY"
"Booker, d","Beans Gt",0,"COOS COUNTY"
"Boyd, d","Beans Gt",0,"COOS COUNTY"
"Bullock, d","Beans Gt",0,"COOS COUNTY"
"Burke, d","Beans Gt",0,"COOS COUNTY"
"Buttigieg, d","Beans Gt",0,"COOS COUNTY"
"Castro, d","Beans Gt",0,"COOS COUNTY"
"De La Fuente, d","Beans Gt",0,"COOS COUNTY"
"Delaney, d","Beans Gt",0,"COOS COUNTY"
"Dunlap, d","Beans Gt",0,"COOS COUNTY"
"Ellinger, d","Beans Gt",0,"COOS COUNTY"
"Gabbard, d","Beans Gt",0,"COOS COUNTY"
"Gleiberman, d","Beans Gt",0,"COOS COUNTY"
"Greenstein, d","Beans Gt",0,"COOS COUNTY"
"Harris, d","Beans Gt",0,"COOS COUNTY"
"Hewes, d","Beans Gt",0,"COOS COUNTY"
"Klobuchar, d","Beans Gt",0,"COOS COUNTY"
"Koos, d","Beans Gt",0,"COOS COUNTY"
"Kraus, d","Beans Gt",0,"COOS COUNTY"
"Krichevsky, d","Beans Gt",0,"COOS COUNTY"
"Moroz, d","Beans Gt",0,"COOS COUNTY"
"Patrick, d","Beans Gt",0,"COOS COUNTY"
"Sanders, d","Beans Gt",0,"COOS COUNTY"
"Sestak, d","Beans Gt",0,"COOS COUNTY"
"Sloan, d","Beans Gt",0,"COOS COUNTY"
"Steyer, d","Beans Gt",0,"COOS COUNTY"
"Thistle, d","Beans Gt",0,"COOS COUNTY"
"Torgesen, d","Beans Gt",0,"COOS COUNTY"
"Warren, d","Beans Gt",0,"COOS COUNTY"
"Wells, d","Beans Gt",0,"COOS COUNTY"
"Williamson, d","Beans Gt",0,"COOS COUNTY"
"Yang, d","Beans Gt",0,"COOS COUNTY"
"Scatter","Beans Gt",0,"COOS COUNTY"
"Bennet, d","Beans Pur",0,"COOS COUNTY"
"Biden, d","Beans Pur",0,"COOS COUNTY"
"Booker, d","Beans Pur",0,"COOS COUNTY"
"Boyd, d","Beans Pur",0,"COOS COUNTY"
"Bullock, d","Beans Pur",0,"COOS COUNTY"
"Burke, d","Beans Pur",0,"COOS COUNTY"
"Buttigieg, d","Beans Pur",0,"COOS COUNTY"
"Castro, d","Beans Pur",0,"COOS COUNTY"
"De La Fuente, d","Beans Pur",0,"COOS COUNTY"
"Delaney, d","Beans Pur",0,"COOS COUNTY"
"Dunlap, d","Beans Pur",0,"COOS COUNTY"
"Ellinger, d","Beans Pur",0,"COOS COUNTY"
"Gabbard, d","Beans Pur",0,"COOS COUNTY"
"Gleiberman, d","Beans Pur",0,"COOS COUNTY"
"Greenstein, d","Beans Pur",0,"COOS COUNTY"
"Harris, d","Beans Pur",0,"COOS COUNTY"
"Hewes, d","Beans Pur",0,"COOS COUNTY"
"Klobuchar, d","Beans Pur",0,"COOS COUNTY"
"Koos, d","Beans Pur",0,"COOS COUNTY"
"Kraus, d","Beans Pur",0,"COOS COUNTY"
"Krichevsky, d","Beans Pur",0,"COOS COUNTY"
"Moroz, d","Beans Pur",0,"COOS COUNTY"
"Patrick, d","Beans Pur",0,"COOS COUNTY"
"Sanders, d","Beans Pur",0,"COOS COUNTY"
"Sestak, d","Beans Pur",0,"COOS COUNTY"
"Sloan, d","Beans Pur",0,"COOS COUNTY"
"Steyer, d","Beans Pur",0,"COOS COUNTY"
"Thistle, d","Beans Pur",0,"COOS COUNTY"
"Torgesen, d","Beans Pur",0,"COOS COUNTY"
"Warren, d","Beans Pur",0,"COOS COUNTY"
"Wells, d","Beans Pur",0,"COOS COUNTY"
"Williamson, d","Beans Pur",0,"COOS COUNTY"
"Yang, d","Beans Pur",0,"COOS COUNTY"
"Scatter","Beans Pur",0,"COOS COUNTY"
"Bennet, d","Berlin",3,"COOS COUNTY"
"Biden, d","Berlin",183,"COOS COUNTY"
"Booker, d","Berlin",3,"COOS COUNTY"
"Boyd, d","Berlin",0,"COOS COUNTY"
"Bullock, d","Berlin",0,"COOS COUNTY"
"Burke, d","Berlin",1,"COOS COUNTY"
"Buttigieg, d","Berlin",344,"COOS COUNTY"
"Castro, d","Berlin",0,"COOS COUNTY"
"De La Fuente, d","Berlin",0,"COOS COUNTY"
"Delaney, d","Berlin",1,"COOS COUNTY"
"Dunlap, d","Berlin",0,"COOS COUNTY"
"Ellinger, d","Berlin",0,"COOS COUNTY"
"Gabbard, d","Berlin",72,"COOS COUNTY"
"Gleiberman, d","Berlin",0,"COOS COUNTY"
"Greenstein, d","Berlin",0,"COOS COUNTY"
"Harris, d","Berlin",1,"COOS COUNTY"
"Hewes, d","Berlin",0,"COOS COUNTY"
"Klobuchar, d","Berlin",249,"COOS COUNTY"
"Koos, d","Berlin",5,"COOS COUNTY"
"Kraus, d","Berlin",0,"COOS COUNTY"
"Krichevsky, d","Berlin",0,"COOS COUNTY"
"Moroz, d","Berlin",0,"COOS COUNTY"
"Patrick, d","Berlin",9,"COOS COUNTY"
"Sanders, d","Berlin",479,"COOS COUNTY"
"Sestak, d","Berlin",2,"COOS COUNTY"
"Sloan, d","Berlin",1,"COOS COUNTY"
"Steyer, d","Berlin",84,"COOS COUNTY"
"Thistle, d","Berlin",0,"COOS COUNTY"
"Torgesen, d","Berlin",1,"COOS COUNTY"
"Warren, d","Berlin",126,"COOS COUNTY"
"Wells, d","Berlin",0,"COOS COUNTY"
"Williamson, d","Berlin",1,"COOS COUNTY"
"Yang, d","Berlin",55,"COOS COUNTY"
"Scatter","Berlin",0,"COOS COUNTY"
"Bennet, d","Cambridge",0,"COOS COUNTY"
"Biden, d","Cambridge",0,"COOS COUNTY"
"Booker, d","Cambridge",0,"COOS COUNTY"
"Boyd, d","Cambridge",0,"COOS COUNTY"
"Bullock, d","Cambridge",0,"COOS COUNTY"
"Burke, d","Cambridge",0,"COOS COUNTY"
"Buttigieg, d","Cambridge",0,"COOS COUNTY"
"Castro, d","Cambridge",0,"COOS COUNTY"
"De La Fuente, d","Cambridge",0,"COOS COUNTY"
"Delaney, d","Cambridge",0,"COOS COUNTY"
"Dunlap, d","Cambridge",0,"COOS COUNTY"
"Ellinger, d","Cambridge",0,"COOS COUNTY"
"Gabbard, d","Cambridge",0,"COOS COUNTY"
"Gleiberman, d","Cambridge",0,"COOS COUNTY"
"Greenstein, d","Cambridge",0,"COOS COUNTY"
"Harris, d","Cambridge",0,"COOS COUNTY"
"Hewes, d","Cambridge",0,"COOS COUNTY"
"Klobuchar, d","Cambridge",0,"COOS COUNTY"
"Koos, d","Cambridge",0,"COOS COUNTY"
"Kraus, d","Cambridge",0,"COOS COUNTY"
"Krichevsky, d","Cambridge",0,"COOS COUNTY"
"Moroz, d","Cambridge",0,"COOS COUNTY"
"Patrick, d","Cambridge",0,"COOS COUNTY"
"Sanders, d","Cambridge",0,"COOS COUNTY"
"Sestak, d","Cambridge",0,"COOS COUNTY"
"Sloan, d","Cambridge",0,"COOS COUNTY"
"Steyer, d","Cambridge",0,"COOS COUNTY"
"Thistle, d","Cambridge",0,"COOS COUNTY"
"Torgesen, d","Cambridge",0,"COOS COUNTY"
"Warren, d","Cambridge",0,"COOS COUNTY"
"Wells, d","Cambridge",0,"COOS COUNTY"
"Williamson, d","Cambridge",0,"COOS COUNTY"
"Yang, d","Cambridge",0,"COOS COUNTY"
"Scatter","Cambridge",0,"COOS COUNTY"
"Bennet, d","Carroll",0,"COOS COUNTY"
"Biden, d","Carroll",25,"COOS COUNTY"
"Booker, d","Carroll",0,"COOS COUNTY"
"Boyd, d","Carroll",0,"COOS COUNTY"
"Bullock, d","Carroll",0,"COOS COUNTY"
"Burke, d","Carroll",0,"COOS COUNTY"
"Buttigieg, d","Carroll",40,"COOS COUNTY"
"Castro, d","Carroll",0,"COOS COUNTY"
"De La Fuente, d","Carroll",0,"COOS COUNTY"
"Delaney, d","Carroll",0,"COOS COUNTY"
"Dunlap, d","Carroll",0,"COOS COUNTY"
"Ellinger, d","Carroll",0,"COOS COUNTY"
"Gabbard, d","Carroll",2,"COOS COUNTY"
"Gleiberman, d","Carroll",0,"COOS COUNTY"
"Greenstein, d","Carroll",0,"COOS COUNTY"
"Harris, d","Carroll",0,"COOS COUNTY"
"Hewes, d","Carroll",0,"COOS COUNTY"
"Klobuchar, d","Carroll",29,"COOS COUNTY"
"Koos, d","Carroll",0,"COOS COUNTY"
"Kraus, d","Carroll",0,"COOS COUNTY"
"Krichevsky, d","Carroll",0,"COOS COUNTY"
"Moroz, d","Carroll",0,"COOS COUNTY"
"Patrick, d","Carroll",0,"COOS COUNTY"
"Sanders, d","Carroll",51,"COOS COUNTY"
"Sestak, d","Carroll",0,"COOS COUNTY"
"Sloan, d","Carroll",0,"COOS COUNTY"
"Steyer, d","Carroll",9,"COOS COUNTY"
"Thistle, d","Carroll",0,"COOS COUNTY"
"Torgesen, d","Carroll",0,"COOS COUNTY"
"Warren, d","Carroll",26,"COOS COUNTY"
"Wells, d","Carroll",0,"COOS COUNTY"
"Williamson, d","Carroll",0,"COOS COUNTY"
"Yang, d","Carroll",3,"COOS COUNTY"
"Scatter","Carroll",0,"COOS COUNTY"
"Bennet, d","Chandlers Purchase",0,"COOS COUNTY"
"Biden, d","Chandlers Purchase",0,"COOS COUNTY"
"Booker, d","Chandlers Purchase",0,"COOS COUNTY"
"Boyd, d","Chandlers Purchase",0,"COOS COUNTY"
"Bullock, d","Chandlers Purchase",0,"COOS COUNTY"
"Burke, d","Chandlers Purchase",0,"COOS COUNTY"
"Buttigieg, d","Chandlers Purchase",0,"COOS COUNTY"
"Castro, d","Chandlers Purchase",0,"COOS COUNTY"
"De La Fuente, d","Chandlers Purchase",0,"COOS COUNTY"
"Delaney, d","Chandlers Purchase",0,"COOS COUNTY"
"Dunlap, d","Chandlers Purchase",0,"COOS COUNTY"
"Ellinger, d","Chandlers Purchase",0,"COOS COUNTY"
"Gabbard, d","Chandlers Purchase",0,"COOS COUNTY"
"Gleiberman, d","Chandlers Purchase",0,"COOS COUNTY"
"Greenstein, d","Chandlers Purchase",0,"COOS COUNTY"
"Harris, d","Chandlers Purchase",0,"COOS COUNTY"
"Hewes, d","Chandlers Purchase",0,"COOS COUNTY"
"Klobuchar, d","Chandlers Purchase",0,"COOS COUNTY"
"Koos, d","Chandlers Purchase",0,"COOS COUNTY"
"Kraus, d","Chandlers Purchase",0,"COOS COUNTY"
"Krichevsky, d","Chandlers Purchase",0,"COOS COUNTY"
"Moroz, d","Chandlers Purchase",0,"COOS COUNTY"
"Patrick, d","Chandlers Purchase",0,"COOS COUNTY"
"Sanders, d","Chandlers Purchase",0,"COOS COUNTY"
"Sestak, d","Chandlers Purchase",0,"COOS COUNTY"
"Sloan, d","Chandlers Purchase",0,"COOS COUNTY"
"Steyer, d","Chandlers Purchase",0,"COOS COUNTY"
"Thistle, d","Chandlers Purchase",0,"COOS COUNTY"
"Torgesen, d","Chandlers Purchase",0,"COOS COUNTY"
"Warren, d","Chandlers Purchase",0,"COOS COUNTY"
"Wells, d","Chandlers Purchase",0,"COOS COUNTY"
"Williamson, d","Chandlers Purchase",0,"COOS COUNTY"
"Yang, d","Chandlers Purchase",0,"COOS COUNTY"
"Scatter","Chandlers Purchase",0,"COOS COUNTY"
"Bennet, d","Clarksville",0,"COOS COUNTY"
"Biden, d","Clarksville",6,"COOS COUNTY"
"Booker, d","Clarksville",0,"COOS COUNTY"
"Boyd, d","Clarksville",0,"COOS COUNTY"
"Bullock, d","Clarksville",0,"COOS COUNTY"
"Burke, d","Clarksville",0,"COOS COUNTY"
"Buttigieg, d","Clarksville",11,"COOS COUNTY"
"Castro, d","Clarksville",0,"COOS COUNTY"
"De La Fuente, d","Clarksville",0,"COOS COUNTY"
"Delaney, d","Clarksville",0,"COOS COUNTY"
"Dunlap, d","Clarksville",0,"COOS COUNTY"
"Ellinger, d","Clarksville",0,"COOS COUNTY"
"Gabbard, d","Clarksville",1,"COOS COUNTY"
"Gleiberman, d","Clarksville",0,"COOS COUNTY"
"Greenstein, d","Clarksville",0,"COOS COUNTY"
"Harris, d","Clarksville",0,"COOS COUNTY"
"Hewes, d","Clarksville",0,"COOS COUNTY"
"Klobuchar, d","Clarksville",7,"COOS COUNTY"
"Koos, d","Clarksville",0,"COOS COUNTY"
"Kraus, d","Clarksville",0,"COOS COUNTY"
"Krichevsky, d","Clarksville",0,"COOS COUNTY"
"Moroz, d","Clarksville",0,"COOS COUNTY"
"Patrick, d","Clarksville",0,"COOS COUNTY"
"Sanders, d","Clarksville",13,"COOS COUNTY"
"Sestak, d","Clarksville",0,"COOS COUNTY"
"Sloan, d","Clarksville",0,"COOS COUNTY"
"Steyer, d","Clarksville",0,"COOS COUNTY"
"Thistle, d","Clarksville",0,"COOS COUNTY"
"Torgesen, d","Clarksville",0,"COOS COUNTY"
"Warren, d","Clarksville",5,"COOS COUNTY"
"Wells, d","Clarksville",0,"COOS COUNTY"
"Williamson, d","Clarksville",0,"COOS COUNTY"
"Yang, d","Clarksville",1,"COOS COUNTY"
"Scatter","Clarksville",0,"COOS COUNTY"
"Bennet, d","Colebrook",0,"COOS COUNTY"
"Biden, d","Colebrook",19,"COOS COUNTY"
"Booker, d","Colebrook",1,"COOS COUNTY"
"Boyd, d","Colebrook",0,"COOS COUNTY"
"Bullock, d","Colebrook",0,"COOS COUNTY"
"Burke, d","Colebrook",1,"COOS COUNTY"
"Buttigieg, d","Colebrook",66,"COOS COUNTY"
"Castro, d","Colebrook",0,"COOS COUNTY"
"De La Fuente, d","Colebrook",0,"COOS COUNTY"
"Delaney, d","Colebrook",0,"COOS COUNTY"
"Dunlap, d","Colebrook",0,"COOS COUNTY"
"Ellinger, d","Colebrook",0,"COOS COUNTY"
"Gabbard, d","Colebrook",7,"COOS COUNTY"
"Gleiberman, d","Colebrook",1,"COOS COUNTY"
"Greenstein, d","Colebrook",0,"COOS COUNTY"
"Harris, d","Colebrook",0,"COOS COUNTY"
"Hewes, d","Colebrook",0,"COOS COUNTY"
"Klobuchar, d","Colebrook",41,"COOS COUNTY"
"Koos, d","Colebrook",0,"COOS COUNTY"
"Kraus, d","Colebrook",0,"COOS COUNTY"
"Krichevsky, d","Colebrook",0,"COOS COUNTY"
"Moroz, d","Colebrook",0,"COOS COUNTY"
"Patrick, d","Colebrook",0,"COOS COUNTY"
"Sanders, d","Colebrook",76,"COOS COUNTY"
"Sestak, d","Colebrook",0,"COOS COUNTY"
"Sloan, d","Colebrook",0,"COOS COUNTY"
"Steyer, d","Colebrook",13,"COOS COUNTY"
"Thistle, d","Colebrook",0,"COOS COUNTY"
"Torgesen, d","Colebrook",0,"COOS COUNTY"
"Warren, d","Colebrook",16,"COOS COUNTY"
"Wells, d","Colebrook",0,"COOS COUNTY"
"Williamson, d","Colebrook",1,"COOS COUNTY"
"Yang, d","Colebrook",10,"COOS COUNTY"
"Scatter","Colebrook",0,"COOS COUNTY"
"Bennet, d","Columbia",0,"COOS COUNTY"
"Biden, d","Columbia",9,"COOS COUNTY"
"Booker, d","Columbia",0,"COOS COUNTY"
"Boyd, d","Columbia",0,"COOS COUNTY"
"Bullock, d","Columbia",0,"COOS COUNTY"
"Burke, d","Columbia",0,"COOS COUNTY"
"Buttigieg, d","Columbia",14,"COOS COUNTY"
"Castro, d","Columbia",0,"COOS COUNTY"
"De La Fuente, d","Columbia",0,"COOS COUNTY"
"Delaney, d","Columbia",0,"COOS COUNTY"
"Dunlap, d","Columbia",0,"COOS COUNTY"
"Ellinger, d","Columbia",0,"COOS COUNTY"
